datetime,Will Israel or the US target an Iranian nuclear facility,Will Israel or the US target an Iranian oil or gas facility,Will Israel or the US target Fordow nuclear facility,Will Israel or the US target Isfahan Nuclear Technology Center nuclear facility,Will Israel or the US target Natanz Uranium Enrichment Facility
2026-03-03 03:19:00,0.98,0.555,0.565,0.9765,0.985
2026-03-03 03:20:00,0.9805,0.555,0.565,0.98,0.985
2026-03-03 03:21:00,0.9805,0.555,0.565,0.98,0.9845
2026-03-03 03:22:00,0.98,0.555,0.565,0.977,0.9845
2026-03-03 03:23:00,0.982,0.555,0.565,0.977,0.9845
2026-03-03 03:24:00,0.9815,0.555,0.565,0.977,0.985
2026-03-03 03:25:00,0.982,0.555,0.565,0.977,0.985
2026-03-03 03:27:00,0.981,0.555,0.565,0.975,0.985
2026-03-03 03:28:00,0.9815,0.555,0.565,0.974,0.9845
2026-03-03 03:29:00,0.9815,0.555,0.565,0.974,0.9845
2026-03-03 03:30:00,0.9805,0.555,0.565,0.98,0.985
2026-03-03 03:31:00,0.985,0.555,0.565,0.974,0.9845
2026-03-03 03:32:00,0.9835,0.555,0.565,0.974,0.9845
2026-03-03 03:33:00,0.984,0.555,0.565,0.974,0.9845
2026-03-03 03:34:00,0.984,0.555,0.565,0.974,0.956
2026-03-03 03:35:00,0.9855,0.555,0.565,0.974,0.956
2026-03-03 03:36:00,0.985,0.555,0.565,0.974,0.956
2026-03-03 03:37:00,0.9855,0.555,0.565,0.974,0.968
2026-03-03 03:38:00,0.985,0.555,0.565,0.974,0.965
2026-03-03 03:39:00,0.9855,0.555,0.565,0.974,0.965
2026-03-03 03:40:00,0.985,0.555,0.565,0.974,0.965
2026-03-03 03:41:00,0.986,0.555,0.565,0.974,0.9375
2026-03-03 03:42:00,0.986,0.555,0.565,0.974,0.9545
2026-03-03 03:43:00,0.9855,0.555,0.565,0.974,0.9335
2026-03-03 03:44:00,0.9855,0.555,0.565,0.9765,0.9335
2026-03-03 03:45:00,0.9855,0.555,0.565,0.978,0.9375
2026-03-03 03:46:00,0.986,0.555,0.56,0.9765,0.938
2026-03-03 03:47:00,0.9855,0.555,0.56,0.9755,0.938
2026-03-03 03:48:00,0.985,0.555,0.56,0.973,0.941
2026-03-03 03:49:00,0.986,0.555,0.56,0.973,0.9325
2026-03-03 03:50:00,0.9855,0.555,0.56,0.974,0.965
2026-03-03 03:51:00,0.9855,0.555,0.56,0.9725,0.9465
2026-03-03 03:52:00,0.985,0.555,0.56,0.9725,0.939
2026-03-03 03:54:00,0.985,0.555,0.56,0.9725,0.922
2026-03-03 03:55:00,0.985,0.555,0.56,0.9725,0.937
2026-03-03 03:56:00,0.985,0.555,0.56,0.9725,0.9335
2026-03-03 03:57:00,0.985,0.555,0.555,0.972,0.9325
2026-03-03 03:58:00,0.985,0.555,0.555,0.971,0.9225
2026-03-03 03:59:00,0.985,0.555,0.555,0.971,0.92
2026-03-03 04:00:00,0.985,0.555,0.555,0.9725,0.9465
2026-03-03 04:01:00,0.985,0.555,0.555,0.971,0.924
2026-03-03 04:02:00,0.985,0.555,0.555,0.971,0.9215
2026-03-03 04:03:00,0.98,0.555,0.55,0.971,0.9245
2026-03-03 04:04:00,0.9805,0.555,0.55,0.971,0.9315
2026-03-03 04:05:00,0.9785,0.555,0.55,0.971,0.9315
2026-03-03 04:06:00,0.9785,0.555,0.55,0.971,0.9275
2026-03-03 04:07:00,0.979,0.555,0.55,0.971,0.924
2026-03-03 04:08:00,0.9785,0.555,0.56,0.971,0.921
2026-03-03 04:09:00,0.979,0.555,0.56,0.971,0.918
2026-03-03 04:10:00,0.9785,0.555,0.56,0.971,0.924
2026-03-03 04:11:00,0.9785,0.555,0.56,0.971,0.9305
2026-03-03 04:12:00,0.978,0.555,0.56,0.971,0.9305
2026-03-03 04:13:00,0.9775,0.555,0.56,0.97,0.9305
2026-03-03 04:14:00,0.9775,0.555,0.56,0.97,0.9295
2026-03-03 04:15:00,0.977,0.555,0.56,0.97,0.9295
2026-03-03 04:16:00,0.9795,0.555,0.56,0.97,0.924
2026-03-03 04:18:00,0.9765,0.555,0.56,0.9685,0.928
2026-03-03 04:19:00,0.975,0.555,0.56,0.9685,0.9315
2026-03-03 04:20:00,0.975,0.555,0.56,0.97,0.9315
2026-03-03 04:21:00,0.975,0.555,0.56,0.97,0.9315
2026-03-03 04:22:00,0.975,0.555,0.56,0.97,0.9285
2026-03-03 04:23:00,0.975,0.555,0.56,0.97,0.9315
2026-03-03 04:24:00,0.9765,0.555,0.56,0.97,0.9305
2026-03-03 04:25:00,0.9755,0.555,0.56,0.97,0.9305
2026-03-03 04:26:00,0.9755,0.555,0.56,0.97,0.9315
2026-03-03 04:27:00,0.9755,0.555,0.56,0.97,0.9275
2026-03-03 04:28:00,0.9755,0.555,0.56,0.97,0.9235
2026-03-03 04:29:00,0.9755,0.555,0.56,0.97,0.9455
2026-03-03 04:30:00,0.9755,0.555,0.56,0.97,0.9315
2026-03-03 04:31:00,0.9755,0.555,0.56,0.97,0.9315
2026-03-03 04:32:00,0.9755,0.555,0.56,0.97,0.929
2026-03-03 04:33:00,0.9755,0.555,0.56,0.97,0.925
2026-03-03 04:34:00,0.9755,0.555,0.56,0.97,0.9235
2026-03-03 04:35:00,0.9755,0.555,0.56,0.97,0.9235
2026-03-03 04:36:00,0.9755,0.555,0.56,0.97,0.926
2026-03-03 04:37:00,0.9755,0.555,0.56,0.97,0.92
2026-03-03 04:38:00,0.9755,0.555,0.56,0.97,0.921
2026-03-03 04:39:00,0.9755,0.555,0.56,0.969,0.9125
2026-03-03 04:40:00,0.9755,0.555,0.56,0.969,0.9315
2026-03-03 04:41:00,0.9755,0.555,0.56,0.969,0.9145
2026-03-03 04:42:00,0.978,0.555,0.56,0.969,0.9145
2026-03-03 04:43:00,0.9775,0.555,0.56,0.969,0.9145
2026-03-03 04:44:00,0.9775,0.58,0.56,0.969,0.9145
2026-03-03 04:45:00,0.978,0.58,0.56,0.969,0.9145
2026-03-03 04:46:00,0.978,0.59,0.56,0.969,0.9145
2026-03-03 04:47:00,0.978,0.59,0.56,0.969,0.9145
2026-03-03 04:48:00,0.978,0.57,0.56,0.9675,0.9145
2026-03-03 04:49:00,0.978,0.57,0.56,0.9675,0.9145
2026-03-03 04:50:00,0.9785,0.57,0.56,0.969,0.9145
2026-03-03 04:51:00,0.9785,0.57,0.56,0.9675,0.9145
2026-03-03 04:52:00,0.9785,0.585,0.56,0.9705,0.9135
2026-03-03 04:53:00,0.9785,0.585,0.56,0.9705,0.9135
2026-03-03 04:54:00,0.9785,0.585,0.56,0.97,0.9115
2026-03-03 04:55:00,0.9785,0.585,0.56,0.97,0.9115
2026-03-03 04:56:00,0.9785,0.585,0.56,0.9735,0.9135
2026-03-03 04:57:00,0.9785,0.585,0.56,0.971,0.911
2026-03-03 04:58:00,0.9785,0.615,0.56,0.9685,0.912
2026-03-03 04:59:00,0.9785,0.64,0.56,0.968,0.911
2026-03-03 05:00:00,0.9785,0.64,0.56,0.9675,0.9145
2026-03-03 05:01:00,0.9785,0.64,0.56,0.968,0.9125
2026-03-03 05:02:00,0.979,0.64,0.56,0.968,0.9125
2026-03-03 05:03:00,0.9795,0.64,0.56,0.968,0.9125
2026-03-03 05:04:00,0.9795,0.64,0.56,0.977,0.9125
2026-03-03 05:05:00,0.979,0.64,0.56,0.9735,0.9125
2026-03-03 05:06:00,0.979,0.64,0.56,0.9775,0.912
2026-03-03 05:07:00,0.9785,0.64,0.56,0.9715,0.911
2026-03-03 05:08:00,0.9785,0.64,0.56,0.9735,0.912
2026-03-03 05:09:00,0.9785,0.64,0.56,0.971,0.9135
2026-03-03 05:10:00,0.9785,0.64,0.56,0.972,0.9125
2026-03-03 05:11:00,0.9785,0.64,0.56,0.972,0.912
2026-03-03 05:12:00,0.9785,0.64,0.56,0.9735,0.9135
2026-03-03 05:13:00,0.9785,0.64,0.56,0.9735,0.9135
2026-03-03 05:14:00,0.9785,0.64,0.565,0.9735,0.9125
2026-03-03 05:15:00,0.978,0.64,0.565,0.97,0.9135
2026-03-03 05:16:00,0.978,0.64,0.565,0.9685,0.9105
2026-03-03 05:17:00,0.978,0.64,0.565,0.974,0.9075
2026-03-03 05:18:00,0.978,0.64,0.565,0.972,0.908
2026-03-03 05:19:00,0.978,0.64,0.565,0.972,0.908
2026-03-03 05:20:00,0.978,0.64,0.565,0.9725,0.912
2026-03-03 05:21:00,0.978,0.64,0.565,0.9725,0.909
2026-03-03 05:22:00,0.978,0.64,0.57,0.974,0.909
2026-03-03 05:23:00,0.978,0.64,0.57,0.973,0.913
2026-03-03 05:24:00,0.978,0.64,0.57,0.9735,0.912
2026-03-03 05:25:00,0.978,0.65,0.57,0.974,0.912
2026-03-03 05:26:00,0.978,0.65,0.57,0.972,0.913
2026-03-03 05:27:00,0.979,0.65,0.57,0.973,0.9115
2026-03-03 05:28:00,0.979,0.65,0.57,0.9735,0.9135
2026-03-03 05:29:00,0.979,0.65,0.57,0.973,0.9135
2026-03-03 05:30:00,0.979,0.65,0.57,0.9725,0.909
2026-03-03 05:31:00,0.979,0.65,0.57,0.971,0.9075
2026-03-03 05:32:00,0.979,0.65,0.57,0.97,0.9125
2026-03-03 05:33:00,0.979,0.67,0.57,0.972,0.9135
2026-03-03 05:34:00,0.979,0.67,0.57,0.9705,0.9065
2026-03-03 05:35:00,0.979,0.67,0.57,0.9685,0.9065
2026-03-03 05:36:00,0.979,0.67,0.57,0.9685,0.908
2026-03-03 05:37:00,0.979,0.705,0.57,0.971,0.9135
2026-03-03 05:38:00,0.9785,0.705,0.57,0.9705,0.9085
2026-03-03 05:39:00,0.9785,0.695,0.57,0.9705,0.9085
2026-03-03 05:40:00,0.9785,0.695,0.57,0.9705,0.909
2026-03-03 05:41:00,0.9785,0.695,0.57,0.9705,0.9075
2026-03-03 05:42:00,0.979,0.695,0.57,0.971,0.913
2026-03-03 05:43:00,0.9785,0.695,0.57,0.971,0.913
2026-03-03 05:44:00,0.9785,0.695,0.57,0.971,0.913
2026-03-03 05:45:00,0.9785,0.695,0.57,0.9705,0.913
2026-03-03 05:46:00,0.9785,0.695,0.57,0.9705,0.9125
2026-03-03 05:47:00,0.979,0.695,0.57,0.971,0.913
2026-03-03 05:48:00,0.981,0.675,0.57,0.972,0.9065
2026-03-03 05:49:00,0.981,0.685,0.57,0.969,0.907
2026-03-03 05:50:00,0.981,0.69,0.57,0.9685,0.916
2026-03-03 05:51:00,0.982,0.69,0.57,0.9715,0.9155
2026-03-03 05:53:00,0.9805,0.67,0.57,0.971,0.91
2026-03-03 05:54:00,0.9805,0.67,0.57,0.971,0.9165
2026-03-03 05:55:00,0.9805,0.665,0.57,0.97,0.9165
2026-03-03 05:56:00,0.9805,0.665,0.57,0.9705,0.916
2026-03-03 05:57:00,0.981,0.645,0.57,0.9685,0.917
2026-03-03 05:58:00,0.981,0.645,0.57,0.969,0.917
2026-03-03 05:59:00,0.981,0.645,0.57,0.9695,0.917
2026-03-03 06:00:00,0.981,0.645,0.57,0.9685,0.916
2026-03-03 06:01:00,0.981,0.645,0.57,0.968,0.917
2026-03-03 06:02:00,0.981,0.645,0.57,0.969,0.917
2026-03-03 06:03:00,0.981,0.645,0.57,0.969,0.9105
2026-03-03 06:04:00,0.981,0.645,0.57,0.969,0.917
2026-03-03 06:05:00,0.981,0.645,0.57,0.969,0.917
2026-03-03 06:06:00,0.981,0.645,0.57,0.969,0.917
2026-03-03 06:07:00,0.981,0.645,0.57,0.968,0.931
2026-03-03 06:08:00,0.9805,0.645,0.57,0.968,0.931
2026-03-03 06:09:00,0.9805,0.64,0.57,0.975,0.924
2026-03-03 06:10:00,0.9805,0.64,0.57,0.968,0.917
2026-03-03 06:11:00,0.9805,0.64,0.57,0.9745,0.9295
2026-03-03 06:13:00,0.981,0.63,0.57,0.9745,0.9295
2026-03-03 06:14:00,0.981,0.63,0.57,0.9705,0.9105
2026-03-03 06:15:00,0.981,0.63,0.57,0.9705,0.9105
2026-03-03 06:16:00,0.981,0.63,0.57,0.976,0.929
2026-03-03 06:17:00,0.981,0.63,0.57,0.98,0.929
2026-03-03 06:18:00,0.981,0.63,0.57,0.9735,0.931
2026-03-03 06:19:00,0.981,0.63,0.57,0.975,0.9295
2026-03-03 06:20:00,0.981,0.63,0.57,0.9725,0.9295
2026-03-03 06:21:00,0.981,0.62,0.57,0.9695,0.929
2026-03-03 06:22:00,0.982,0.62,0.57,0.9725,0.927
2026-03-03 06:23:00,0.9815,0.62,0.57,0.971,0.929
2026-03-03 06:24:00,0.9815,0.62,0.57,0.971,0.9295
2026-03-03 06:25:00,0.9825,0.62,0.57,0.9715,0.9295
2026-03-03 06:26:00,0.984,0.62,0.57,0.9775,0.9295
2026-03-03 06:27:00,0.9845,0.62,0.57,0.9775,0.9295
2026-03-03 06:28:00,0.9845,0.62,0.57,0.9785,0.929
2026-03-03 06:29:00,0.9845,0.62,0.57,0.978,0.929
2026-03-03 06:30:00,0.9845,0.62,0.57,0.9725,0.9295
2026-03-03 06:31:00,0.9845,0.62,0.57,0.974,0.929
2026-03-03 06:32:00,0.9845,0.62,0.57,0.9685,0.929
2026-03-03 06:33:00,0.9845,0.62,0.57,0.9685,0.929
2026-03-03 06:35:00,0.9845,0.62,0.57,0.968,0.925
2026-03-03 06:36:00,0.981,0.62,0.57,0.972,0.929
2026-03-03 06:38:00,0.979,0.63,0.57,0.981,0.929
2026-03-03 06:39:00,0.952,0.63,0.57,0.9805,0.928
2026-03-03 06:40:00,0.958,0.63,0.57,0.9865,0.929
2026-03-03 06:41:00,0.958,0.63,0.57,0.9865,0.9215
2026-03-03 06:43:00,0.9545,0.63,0.57,0.9775,0.925
2026-03-03 06:44:00,0.949,0.63,0.57,0.976,0.929
2026-03-03 06:46:00,0.9475,0.63,0.57,0.978,0.9295
2026-03-03 06:47:00,0.9475,0.63,0.57,0.9785,0.9295
2026-03-03 06:48:00,0.9505,0.63,0.57,0.9755,0.9265
2026-03-03 06:49:00,0.9515,0.63,0.57,0.9735,0.929
2026-03-03 06:50:00,0.9535,0.63,0.57,0.9775,0.929
2026-03-03 06:51:00,0.9535,0.63,0.57,0.9765,0.9285
2026-03-03 06:52:00,0.9545,0.63,0.57,0.9755,0.929
2026-03-03 06:53:00,0.9545,0.63,0.57,0.9745,0.929
2026-03-03 06:54:00,0.9545,0.63,0.57,0.973,0.929
2026-03-03 06:55:00,0.9545,0.63,0.57,0.973,0.929
2026-03-03 06:56:00,0.9555,0.63,0.57,0.973,0.929
2026-03-03 06:57:00,0.959,0.63,0.57,0.97,0.929
2026-03-03 06:58:00,0.9485,0.63,0.57,0.97,0.929
2026-03-03 06:59:00,0.9515,0.63,0.57,0.97,0.929
2026-03-03 07:00:00,0.9545,0.63,0.57,0.97,0.929
2026-03-03 07:01:00,0.9545,0.63,0.57,0.97,0.929
2026-03-03 07:02:00,0.9465,0.63,0.57,0.97,0.929
2026-03-03 07:03:00,0.9595,0.63,0.57,0.97,0.929
2026-03-03 07:04:00,0.9595,0.63,0.57,0.97,0.929
2026-03-03 07:05:00,0.9465,0.63,0.57,0.97,0.9285
2026-03-03 07:06:00,0.948,0.63,0.57,0.97,0.9285
2026-03-03 07:07:00,0.9545,0.63,0.57,0.97,0.9285
2026-03-03 07:08:00,0.9475,0.63,0.57,0.97,0.9285
2026-03-03 07:09:00,0.9505,0.63,0.57,0.97,0.9285
2026-03-03 07:10:00,0.9435,0.63,0.57,0.97,0.929
2026-03-03 07:11:00,0.9435,0.63,0.57,0.97,0.9285
2026-03-03 07:12:00,0.9195,0.63,0.57,0.969,0.9285
2026-03-03 07:13:00,0.9195,0.63,0.57,0.969,0.9285
2026-03-03 07:14:00,0.9195,0.63,0.57,0.969,0.9285
2026-03-03 07:15:00,0.919,0.63,0.58,0.969,0.9285
2026-03-03 07:16:00,0.919,0.63,0.58,0.969,0.9265
2026-03-03 07:17:00,0.919,0.63,0.58,0.969,0.9285
2026-03-03 07:18:00,0.919,0.63,0.58,0.968,0.9285
2026-03-03 07:19:00,0.9195,0.63,0.58,0.968,0.9285
2026-03-03 07:20:00,0.919,0.63,0.58,0.968,0.9285
2026-03-03 07:21:00,0.9195,0.63,0.585,0.968,0.928
2026-03-03 07:23:00,0.9195,0.63,0.585,0.9685,0.9285
2026-03-03 07:24:00,0.919,0.63,0.585,0.9685,0.9315
2026-03-03 07:25:00,0.919,0.63,0.585,0.9685,0.934
2026-03-03 07:26:00,0.919,0.63,0.585,0.9685,0.9375
2026-03-03 07:27:00,0.919,0.63,0.585,0.9685,0.9375
2026-03-03 07:28:00,0.9455,0.63,0.585,0.9685,0.9375
2026-03-03 07:29:00,0.95,0.63,0.585,0.9685,0.9375
2026-03-03 07:30:00,0.95,0.63,0.585,0.9685,0.9335
2026-03-03 07:31:00,0.96,0.63,0.585,0.9685,0.9285
2026-03-03 07:32:00,0.953,0.63,0.585,0.9685,0.9355
2026-03-03 07:33:00,0.9625,0.63,0.585,0.9685,0.943
2026-03-03 07:34:00,0.9425,0.63,0.585,0.9685,0.938
2026-03-03 07:35:00,0.957,0.63,0.585,0.9685,0.938
2026-03-03 07:36:00,0.9535,0.63,0.585,0.9685,0.94
2026-03-03 07:37:00,0.943,0.63,0.585,0.9685,0.94
2026-03-03 07:38:00,0.945,0.63,0.585,0.9685,0.94
2026-03-03 07:39:00,0.9475,0.63,0.585,0.9685,0.94
2026-03-03 07:40:00,0.942,0.63,0.585,0.9685,0.93
2026-03-03 07:41:00,0.9435,0.63,0.585,0.9675,0.9445
2026-03-03 07:42:00,0.946,0.63,0.585,0.9675,0.945
2026-03-03 07:43:00,0.939,0.63,0.585,0.9675,0.9365
2026-03-03 07:44:00,0.941,0.63,0.585,0.9675,0.942
2026-03-03 07:45:00,0.9435,0.63,0.585,0.9675,0.9375
2026-03-03 07:46:00,0.947,0.625,0.585,0.9675,0.93
2026-03-03 07:47:00,0.942,0.63,0.585,0.9675,0.943
2026-03-03 07:48:00,0.953,0.63,0.585,0.9685,0.939
2026-03-03 07:49:00,0.956,0.63,0.585,0.9685,0.935
2026-03-03 07:50:00,0.9485,0.63,0.585,0.9685,0.931
2026-03-03 07:51:00,0.9495,0.63,0.585,0.968,0.931
2026-03-03 07:52:00,0.951,0.63,0.585,0.9685,0.9415
2026-03-03 07:53:00,0.9525,0.63,0.585,0.9685,0.9295
2026-03-03 07:54:00,0.9505,0.63,0.585,0.9685,0.913
2026-03-03 07:55:00,0.9405,0.63,0.585,0.9685,0.913
2026-03-03 07:56:00,0.9405,0.63,0.585,0.9685,0.9205
2026-03-03 07:57:00,0.9525,0.63,0.585,0.9685,0.9175
2026-03-03 07:58:00,0.9505,0.63,0.585,0.968,0.9085
2026-03-03 07:59:00,0.9405,0.63,0.585,0.968,0.909
2026-03-03 08:01:00,0.9385,0.63,0.585,0.968,0.931
2026-03-03 08:02:00,0.938,0.63,0.585,0.968,0.925
2026-03-03 08:03:00,0.941,0.63,0.585,0.968,0.925
2026-03-03 08:04:00,0.9395,0.63,0.585,0.968,0.923
2026-03-03 08:05:00,0.9385,0.63,0.585,0.968,0.923
2026-03-03 08:06:00,0.955,0.63,0.585,0.968,0.924
2026-03-03 08:07:00,0.9635,0.63,0.585,0.9685,0.909
2026-03-03 08:08:00,0.9625,0.63,0.585,0.9685,0.9225
2026-03-03 08:09:00,0.9375,0.63,0.585,0.9685,0.944
2026-03-03 08:10:00,0.9335,0.63,0.585,0.9685,0.9445
2026-03-03 08:11:00,0.9295,0.63,0.6,0.9685,0.9445
2026-03-03 08:12:00,0.958,0.63,0.6,0.9685,0.9445
2026-03-03 08:13:00,0.954,0.63,0.6,0.9685,0.9445
2026-03-03 08:14:00,0.954,0.63,0.6,0.9685,0.9445
2026-03-03 08:15:00,0.9495,0.63,0.6,0.9685,0.9445
2026-03-03 08:16:00,0.9425,0.63,0.6,0.9685,0.944
2026-03-03 08:17:00,0.937,0.63,0.6,0.9685,0.9445
2026-03-03 08:19:00,0.937,0.63,0.6,0.9685,0.9445
2026-03-03 08:20:00,0.937,0.63,0.6,0.9685,0.9445
2026-03-03 08:21:00,0.937,0.63,0.6,0.9685,0.9445
2026-03-03 08:22:00,0.937,0.63,0.6,0.9685,0.9445
2026-03-03 08:23:00,0.936,0.63,0.6,0.9685,0.9445
2026-03-03 08:24:00,0.9545,0.63,0.6,0.9685,0.9445
2026-03-03 08:25:00,0.9545,0.63,0.6,0.9685,0.9445
2026-03-03 08:26:00,0.9545,0.63,0.6,0.9685,0.9445
2026-03-03 08:27:00,0.955,0.63,0.6,0.9685,0.9445
2026-03-03 08:28:00,0.955,0.63,0.6,0.9685,0.9445
2026-03-03 08:29:00,0.955,0.63,0.6,0.9685,0.9445
2026-03-03 08:30:00,0.955,0.63,0.6,0.9685,0.9445
2026-03-03 08:31:00,0.955,0.63,0.6,0.9685,0.9445
2026-03-03 08:32:00,0.953,0.63,0.6,0.9685,0.9445
2026-03-03 08:33:00,0.9435,0.63,0.6,0.9685,0.9445
2026-03-03 08:34:00,0.9425,0.63,0.6,0.9685,0.9455
2026-03-03 08:36:00,0.9425,0.63,0.6,0.9685,0.9455
2026-03-03 08:37:00,0.9425,0.63,0.6,0.9685,0.9455
2026-03-03 08:38:00,0.9425,0.63,0.6,0.9685,0.9455
2026-03-03 08:39:00,0.9555,0.63,0.6,0.9685,0.9455
2026-03-03 08:41:00,0.959,0.63,0.6,0.9685,0.9455
2026-03-03 08:42:00,0.9585,0.63,0.6,0.9685,0.946
2026-03-03 08:43:00,0.9645,0.63,0.6,0.9685,0.946
2026-03-03 08:44:00,0.961,0.63,0.6,0.9685,0.946
2026-03-03 08:45:00,0.968,0.63,0.6,0.9685,0.946
2026-03-03 08:46:00,0.965,0.63,0.6,0.9685,0.946
2026-03-03 08:47:00,0.9635,0.63,0.6,0.9685,0.946
2026-03-03 08:48:00,0.9815,0.63,0.6,0.9685,0.946
2026-03-03 08:49:00,0.9815,0.63,0.6,0.9685,0.946
2026-03-03 08:50:00,0.9815,0.63,0.6,0.9685,0.945
2026-03-03 08:51:00,0.981,0.63,0.6,0.9695,0.945
2026-03-03 08:52:00,0.981,0.63,0.6,0.9695,0.945
2026-03-03 08:53:00,0.993,0.63,0.6,0.9695,0.9785
2026-03-03 08:54:00,0.993,0.63,0.6,0.9695,0.9785
2026-03-03 08:55:00,0.993,0.63,0.6,0.9695,0.9875
2026-03-03 08:56:00,0.994,0.63,0.6,0.9695,0.988
2026-03-03 08:57:00,0.994,0.63,0.6,0.9695,0.992
2026-03-03 08:58:00,0.995,0.625,0.6,0.9695,0.988
2026-03-03 08:59:00,0.995,0.625,0.6,0.9695,0.988
2026-03-03 09:00:00,0.995,0.625,0.6,0.9685,0.945
2026-03-03 09:01:00,0.995,0.625,0.6,0.9695,0.988
2026-03-03 09:02:00,0.995,0.625,0.6,0.9695,0.9875
2026-03-03 09:03:00,0.995,0.625,0.6,0.9695,0.9875
2026-03-03 09:04:00,0.995,0.625,0.6,0.9695,0.985
2026-03-03 09:05:00,0.995,0.635,0.6,0.9695,0.985
2026-03-03 09:06:00,0.995,0.63,0.6,0.9695,0.984
2026-03-03 09:07:00,0.995,0.635,0.6,0.9695,0.9835
2026-03-03 09:08:00,0.995,0.63,0.6,0.9695,0.983
2026-03-03 09:09:00,0.995,0.63,0.6,0.9695,0.9835
2026-03-03 09:11:00,0.995,0.63,0.6,0.9695,0.983
2026-03-03 09:12:00,0.9955,0.63,0.6,0.9695,0.983
2026-03-03 09:13:00,0.9955,0.63,0.6,0.9695,0.986
2026-03-03 09:14:00,0.9955,0.63,0.6,0.9695,0.986
2026-03-03 09:16:00,0.9955,0.635,0.6,0.9695,0.9865
2026-03-03 09:18:00,0.9955,0.635,0.6,0.9695,0.985
2026-03-03 09:19:00,0.9955,0.635,0.6,0.968,0.984
2026-03-03 09:20:00,0.9955,0.635,0.6,0.9695,0.986
2026-03-03 09:21:00,0.9955,0.635,0.6,0.9685,0.986
2026-03-03 09:22:00,0.9955,0.635,0.6,0.9675,0.986
2026-03-03 09:23:00,0.9955,0.64,0.6,0.9685,0.986
2026-03-03 09:24:00,0.9955,0.635,0.6,0.9685,0.986
2026-03-03 09:25:00,0.9955,0.635,0.6,0.9675,0.986
2026-03-03 09:26:00,0.9955,0.635,0.6,0.9675,0.986
2026-03-03 09:27:00,0.9955,0.635,0.6,0.9675,0.986
2026-03-03 09:28:00,0.9955,0.635,0.6,0.969,0.9865
2026-03-03 09:29:00,0.9955,0.635,0.6,0.969,0.986
2026-03-03 09:30:00,0.9955,0.635,0.6,0.9695,0.986
2026-03-03 09:31:00,0.9955,0.635,0.6,0.969,0.986
2026-03-03 09:32:00,0.994,0.635,0.6,0.969,0.986
2026-03-03 09:33:00,0.994,0.635,0.6,0.969,0.986
2026-03-03 09:34:00,0.994,0.635,0.6,0.969,0.986
2026-03-03 09:35:00,0.994,0.635,0.6,0.9695,0.986
2026-03-03 09:36:00,0.994,0.64,0.6,0.969,0.9865
2026-03-03 09:37:00,0.994,0.64,0.6,0.969,0.986
2026-03-03 09:38:00,0.9945,0.64,0.6,0.969,0.986
2026-03-03 09:39:00,0.9945,0.635,0.6,0.969,0.9815
2026-03-03 09:40:00,0.9945,0.64,0.6,0.969,0.9815
2026-03-03 09:41:00,0.9945,0.64,0.6,0.969,0.9815
2026-03-03 09:42:00,0.9945,0.64,0.6,0.969,0.9815
2026-03-03 09:43:00,0.9945,0.635,0.6,0.969,0.9815
2026-03-03 09:44:00,0.9945,0.64,0.6,0.969,0.9815
2026-03-03 09:45:00,0.9945,0.64,0.6,0.969,0.9815
2026-03-03 09:46:00,0.9945,0.635,0.6,0.969,0.9815
2026-03-03 09:47:00,0.9945,0.64,0.6,0.969,0.9815
2026-03-03 09:48:00,0.9945,0.64,0.6,0.968,0.9815
2026-03-03 09:49:00,0.9945,0.64,0.6,0.968,0.9815
2026-03-03 09:50:00,0.9945,0.64,0.6,0.968,0.9815
2026-03-03 09:51:00,0.9945,0.64,0.6,0.9675,0.9815
2026-03-03 09:52:00,0.9945,0.64,0.6,0.9675,0.9815
2026-03-03 09:53:00,0.9945,0.64,0.6,0.9675,0.9815
2026-03-03 09:54:00,0.9945,0.64,0.6,0.9675,0.9815
2026-03-03 09:55:00,0.9945,0.64,0.6,0.9675,0.9815
2026-03-03 09:56:00,0.9945,0.64,0.6,0.969,0.9785
2026-03-03 09:57:00,0.9945,0.64,0.6,0.97,0.9785
2026-03-03 09:58:00,0.9945,0.64,0.6,0.9695,0.9785
2026-03-03 09:59:00,0.9945,0.625,0.6,0.9715,0.9785
2026-03-03 10:01:00,0.9945,0.625,0.6,0.9735,0.9785
2026-03-03 10:02:00,0.9945,0.625,0.6,0.9695,0.9785
2026-03-03 10:03:00,0.9945,0.625,0.6,0.9695,0.9785
2026-03-03 10:04:00,0.9945,0.625,0.6,0.9695,0.9785
2026-03-03 10:05:00,0.9945,0.625,0.6,0.9695,0.9785
2026-03-03 10:06:00,0.9945,0.625,0.6,0.9695,0.9785
2026-03-03 10:07:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:08:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:09:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:10:00,0.9945,0.625,0.6,0.9695,0.9785
2026-03-03 10:11:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:12:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:13:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:14:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:15:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:16:00,0.9945,0.625,0.6,0.9695,0.977
2026-03-03 10:17:00,0.9945,0.625,0.6,0.9695,0.977
